"PCT","RACE","V1.x","V1.y","AVG_PER_RACE"
"106",23,"I",139,31,4.48387096774194
"107",23,"P",4033,875,4.60914285714286
"108",23,"Q",13620,2701,5.04257682339874
"109",23,"U",179,47,3.80851063829787
"110",23,"W",1119,237,4.72151898734177
"111",23,"Z",765,175,4.37142857142857
"112",24,"A",427,88,4.85227272727273
"113",24,"B",11058,2057,5.37578998541565
"114",24,"I",48,11,4.36363636363636
"115",24,"P",2663,461,5.7765726681128
"116",24,"Q",5681,1061,5.35438265786993
"117",24,"U",149,31,4.80645161290323
"118",24,"W",2772,458,6.05240174672489
"119",24,"Z",148,29,5.10344827586207
"120",25,"A",271,53,5.11320754716981
"121",25,"B",19638,4193,4.68352015263534
"122",25,"I",71,13,5.46153846153846
"123",25,"P",1930,390,4.94871794871795
"124",25,"Q",6599,1282,5.14742589703588
"125",25,"U",120,30,4
"126",25,"W",1102,206,5.3495145631068
"127",25,"Z",799,180,4.43888888888889
"128",26,"A",349,56,6.23214285714286
"129",26,"B",18368,3665,5.01173260572988
"130",26,"I",49,10,4.9
"131",26,"P",1919,368,5.21467391304348
"132",26,"Q",4584,892,5.1390134529148
"133",26,"U",146,30,4.86666666666667
"134",26,"W",1111,213,5.21596244131455
"135",26,"Z",788,163,4.83435582822086
"136",28,"A",239,54,4.42592592592593
"137",28,"B",26955,5291,5.09450009450009
"138",28,"I",61,11,5.54545454545455
"139",28,"P",1340,254,5.2755905511811
"140",28,"Q",4061,798,5.08897243107769
"141",28,"U",91,23,3.95652173913043
"142",28,"W",1028,211,4.87203791469194
"143",28,"Z",220,45,4.88888888888889
"144",30,"A",415,79,5.25316455696202
"145",30,"B",14117,2747,5.13906079359301
"146",30,"I",131,21,6.23809523809524
"147",30,"P",5678,1072,5.29664179104478
"148",30,"Q",9371,1881,4.9819245082403
"149",30,"U",163,30,5.43333333333333
"150",30,"W",790,163,4.84662576687117
"151",30,"Z",748,154,4.85714285714286
"152",32,"A",390,59,6.61016949152542
"153",32,"B",48274,9023,5.35010528649008
"154",32,"I",82,13,6.30769230769231
"155",32,"P",1562,318,4.91194968553459
"156",32,"Q",3986,801,4.97627965043695
"157",32,"U",161,19,8.47368421052632
"158",32,"W",945,170,5.55882352941176
"159",32,"Z",1209,239,5.05857740585774
"160",33,"A",177,23,7.69565217391304
"161",33,"B",4301,792,5.43055555555556
"162",33,"I",50,7,7.14285714285714
"163",33,"P",5105,910,5.60989010989011
"164",33,"Q",8943,1603,5.57891453524641
"165",33,"U",492,96,5.125
"166",33,"W",825,160,5.15625
"167",33,"Z",111,20,5.55
"168",34,"A",343,48,7.14583333333333
"169",34,"B",4906,868,5.65207373271889
"170",34,"I",121,25,4.84
"171",34,"P",17202,3241,5.30762110459735
"172",34,"Q",21972,4364,5.03483043079743
"173",34,"U",288,72,4
"174",34,"W",1971,384,5.1328125
"175",34,"Z",2686,660,4.06969696969697
"176",40,"A",394,80,4.925
"177",40,"B",44819,9258,4.84111039101318
"178",40,"I",142,27,5.25925925925926
"179",40,"P",10416,1992,5.2289156626506
"180",40,"Q",31692,6373,4.97285422877766
"181",40,"U",851,155,5.49032258064516
"182",40,"W",1136,220,5.16363636363636
"183",40,"Z",652,123,5.30081300813008
"184",41,"A",580,73,7.94520547945205
"185",41,"B",18537,3584,5.17215401785714
"186",41,"I",163,29,5.62068965517241
"187",41,"P",6188,1149,5.38555265448216
"188",41,"Q",16746,3173,5.27765521588402
"189",41,"U",114,25,4.56
"190",41,"W",864,170,5.08235294117647
"191",41,"Z",1949,391,4.9846547314578
"192",42,"A",188,42,4.47619047619048
"193",42,"B",21991,4809,4.57288417550426
"194",42,"I",67,19,3.52631578947368
"195",42,"P",3136,682,4.59824046920821
"196",42,"Q",8998,1894,4.75079197465681
"197",42,"U",30,8,3.75
"198",42,"W",339,77,4.4025974025974
"199",42,"Z",995,206,4.83009708737864
"200",43,"A",610,112,5.44642857142857
"201",43,"B",23829,5098,4.67418595527658
"202",43,"I",276,59,4.67796610169492
"203",43,"P",5744,1155,4.97316017316017
"204",43,"Q",16833,3660,4.59918032786885
"205",43,"U",351,70,5.01428571428571
"206",43,"W",1134,223,5.08520179372197
"207",43,"Z",1092,253,4.31620553359684
"208",44,"A",445,96,4.63541666666667
"209",44,"B",35899,7506,4.78270716759925
"210",44,"I",206,44,4.68181818181818
"211",44,"P",10308,2146,4.80335507921715
"212",44,"Q",23016,4754,4.8413967185528
"213",44,"U",1151,250,4.604
"214",44,"W",1272,237,5.36708860759494
"215",44,"Z",1667,338,4.93195266272189
"216",45,"A",414,67,6.17910447761194
"217",45,"B",8677,1503,5.77312042581504
"218",45,"I",103,17,6.05882352941176
"219",45,"P",1948,349,5.58166189111748
"220",45,"Q",6447,1160,5.55775862068965
"221",45,"U",237,40,5.925
"222",45,"W",4558,752,6.06117021276596
"223",45,"Z",584,102,5.72549019607843
"224",46,"A",177,35,5.05714285714286
"225",46,"B",12069,2456,4.91408794788274
"226",46,"I",48,13,3.69230769230769
"227",46,"P",4351,837,5.19832735961768
"228",46,"Q",11065,2164,5.11321626617375
"229",46,"U",24,6,4
"230",46,"W",307,63,4.87301587301587
"231",46,"Z",231,43,5.37209302325581
"232",47,"A",395,85,4.64705882352941
"233",47,"B",30140,6623,4.55080779103125
"234",47,"I",123,29,4.24137931034483
"235",47,"P",1777,426,4.17136150234742
"236",47,"Q",5892,1321,4.46025738077214
"237",47,"U",82,18,4.55555555555556
"238",47,"W",945,204,4.63235294117647
"239",47,"Z",1045,210,4.97619047619048
"240",48,"A",139,39,3.56410256410256
"241",48,"B",10683,2283,4.67936925098555
"242",48,"I",70,18,3.88888888888889
"243",48,"P",2953,660,4.47424242424242
"244",48,"Q",8498,1857,4.57619816908993
"245",48,"U",175,43,4.06976744186047
"246",48,"W",1018,196,5.19387755102041
"247",48,"Z",1109,310,3.57741935483871
"248",49,"A",465,93,5
"249",49,"B",12863,2680,4.79962686567164
"250",49,"I",162,35,4.62857142857143
"251",49,"P",2468,485,5.08865979381443
"252",49,"Q",7391,1567,4.71665603063178
"253",49,"U",71,18,3.94444444444444
"254",49,"W",3668,738,4.97018970189702
"255",49,"Z",840,154,5.45454545454545
"256",50,"A",191,32,5.96875
"257",50,"B",3287,525,6.26095238095238
"258",50,"I",57,9,6.33333333333333
"259",50,"P",1740,275,6.32727272727273
"260",50,"Q",4870,746,6.52815013404826
"261",50,"U",127,22,5.77272727272727
"262",50,"W",1181,186,6.3494623655914
"263",50,"Z",144,23,6.26086956521739
"264",52,"A",358,82,4.36585365853659
"265",52,"B",15380,3066,5.01630789302022
"266",52,"I",163,25,6.52
"267",52,"P",8545,1833,4.66175668303328
"268",52,"Q",20049,4119,4.86744355426074
"269",52,"U",914,199,4.5929648241206
"270",52,"W",1412,268,5.26865671641791
"271",52,"Z",774,141,5.48936170212766
"272",60,"A",1166,172,6.77906976744186
"273",60,"B",21348,3629,5.88261228988702
"274",60,"I",369,54,6.83333333333333
"275",60,"P",1899,312,6.08653846153846
"276",60,"Q",9311,1565,5.94952076677316
"277",60,"U",208,35,5.94285714285714
"278",60,"W",11935,1836,6.50054466230937
"279",60,"Z",1028,170,6.04705882352941
"280",61,"A",1651,271,6.09225092250923
"281",61,"B",9991,1732,5.76847575057737
"282",61,"I",13,3,4.33333333333333
"283",61,"P",978,176,5.55681818181818
"284",61,"Q",5864,1057,5.54777672658467
"285",61,"U",131,26,5.03846153846154
"286",61,"W",20429,3410,5.99090909090909
"287",61,"Z",29,5,5.8
"288",62,"A",2580,451,5.72062084257206
"289",62,"B",2522,386,6.53367875647668
"290",62,"I",232,37,6.27027027027027
"291",62,"P",977,179,5.45810055865922
"292",62,"Q",6663,1157,5.75885911840968
"293",62,"U",172,31,5.54838709677419
"294",62,"W",12496,2218,5.63390441839495
"295",62,"Z",10,2,5
"296",63,"A",242,41,5.90243902439024
"297",63,"B",18182,2755,6.59963702359347
"298",63,"I",7,2,3.5
"299",63,"P",449,63,7.12698412698413
"300",63,"Q",1265,170,7.44117647058824
"301",63,"U",227,42,5.40476190476191
"302",63,"W",3592,572,6.27972027972028
"303",63,"Z",28,6,4.66666666666667
"304",66,"A",2809,394,7.12944162436548
"305",66,"B",2635,367,7.17983651226158
"306",66,"I",209,26,8.03846153846154
"307",66,"P",2397,313,7.65814696485623
"308",66,"Q",9185,1317,6.97418375094913
"309",66,"U",615,100,6.15
"310",66,"W",5989,832,7.19831730769231
"311",66,"Z",583,71,8.2112676056338
"312",67,"A",669,146,4.58219178082192
"313",67,"B",50173,10099,4.96811565501535
"314",67,"I",45,11,4.09090909090909
"315",67,"P",431,87,4.95402298850575
"316",67,"Q",1154,237,4.86919831223629
"317",67,"U",91,19,4.78947368421053
"318",67,"W",449,90,4.98888888888889
"319",67,"Z",456,92,4.95652173913043
"320",68,"A",1387,168,8.25595238095238
"321",68,"B",1115,148,7.53378378378378
"322",68,"I",197,30,6.56666666666667
"323",68,"P",492,78,6.30769230769231
"324",68,"Q",4347,578,7.52076124567474
"325",68,"U",75,9,8.33333333333333
"326",68,"W",10948,1536,7.12760416666667
"327",69,"A",292,54,5.40740740740741
"328",69,"B",29614,4829,6.13253261544833
"329",69,"I",85,14,6.07142857142857
"330",69,"P",493,103,4.78640776699029
"331",69,"Q",1498,247,6.06477732793522
"332",69,"U",21,5,4.2
"333",69,"W",677,102,6.63725490196078
"334",69,"Z",5,1,5
"335",70,"A",1515,257,5.89494163424125
"336",70,"B",43158,7961,5.4211782439392
"337",70,"I",256,47,5.4468085106383
"338",70,"P",1162,226,5.14159292035398
"339",70,"Q",7450,1360,5.47794117647059
"340",70,"U",89,18,4.94444444444444
"341",70,"W",5538,814,6.8034398034398
"342",70,"Z",2098,436,4.81192660550459
"343",71,"A",306,37,8.27027027027027
"344",71,"B",26065,4181,6.23415450849079
"345",71,"I",45,6,7.5
"346",71,"P",416,70,5.94285714285714
"347",71,"Q",1209,187,6.46524064171123
"348",71,"U",48,8,6
"349",71,"W",987,163,6.05521472392638
"350",71,"Z",10,2,5
"351",72,"A",1678,264,6.35606060606061
"352",72,"B",2865,481,5.95634095634096
"353",72,"I",93,17,5.47058823529412
"354",72,"P",3101,579,5.35578583765112
"355",72,"Q",17001,3275,5.19114503816794
"356",72,"U",344,67,5.13432835820895
"357",72,"W",2512,428,5.86915887850467
"358",72,"Z",148,28,5.28571428571429
"359",73,"A",785,172,4.56395348837209
"360",73,"B",84060,18855,4.4582338902148
"361",73,"I",62,15,4.13333333333333
"362",73,"P",2108,484,4.35537190082645
"363",73,"Q",7430,1699,4.37316068275456
"364",73,"U",175,36,4.86111111111111
"365",73,"W",915,201,4.55223880597015
"366",73,"Z",1879,434,4.3294930875576
"367",75,"A",1978,355,5.57183098591549
"368",75,"B",83448,17802,4.68756319514661
"369",75,"I",431,91,4.73626373626374
"370",75,"P",4847,1047,4.62941738299905
"371",75,"Q",18804,3984,4.71987951807229
"372",75,"U",249,58,4.29310344827586
"373",75,"W",2203,416,5.29567307692308
"374",75,"Z",2725,550,4.95454545454545
"375",76,"A",563,107,5.26168224299065
"376",76,"B",11720,2167,5.40839870789109
"377",76,"I",70,15,4.66666666666667
"378",76,"P",1799,309,5.82200647249191
"379",76,"Q",5670,1064,5.32894736842105
"380",76,"U",674,122,5.52459016393443
"381",76,"W",3781,671,5.63487332339791
"382",76,"Z",107,21,5.09523809523809
"383",77,"A",428,83,5.1566265060241
"384",77,"B",41010,8674,4.72792252709246
"385",77,"I",88,22,4
"386",77,"P",708,142,4.98591549295775
"387",77,"Q",2956,595,4.96806722689076
"388",77,"U",76,16,4.75
"389",77,"W",1554,319,4.87147335423198
"390",77,"Z",223,50,4.46
"391",78,"A",273,48,5.6875
"392",78,"B",9098,1520,5.98552631578947
"393",78,"I",96,14,6.85714285714286
"394",78,"P",915,172,5.31976744186047
"395",78,"Q",5377,889,6.04836895388076
"396",78,"U",273,46,5.93478260869565
"397",78,"W",3077,461,6.67462039045553
"398",78,"Z",685,124,5.5241935483871
"399",79,"A",709,148,4.79054054054054
"400",79,"B",57693,11877,4.85753978277343
"401",79,"I",146,33,4.42424242424242
"402",79,"P",1960,421,4.65558194774347
"403",79,"Q",8786,1778,4.94150731158605
"404",79,"U",321,73,4.3972602739726
"405",79,"W",2628,575,4.5704347826087
"406",79,"Z",1204,273,4.41025641025641
"407",81,"A",357,50,7.14
"408",81,"B",39156,8125,4.8192
"409",81,"I",70,16,4.375
"410",81,"P",801,160,5.00625
"411",81,"Q",3765,727,5.17881705639615
"412",81,"U",1314,253,5.19367588932806
"413",81,"W",1072,185,5.79459459459459
"414",81,"Z",652,116,5.62068965517241
"415",83,"A",619,116,5.33620689655172
"416",83,"B",22194,4355,5.09621125143513
"417",83,"I",99,21,4.71428571428571
"418",83,"P",4810,975,4.93333333333333
"419",83,"Q",24843,4941,5.02792956891318
"420",83,"U",150,28,5.35714285714286
"421",83,"W",3199,664,4.81777108433735
"422",83,"Z",3195,694,4.60374639769452
"423",84,"A",651,124,5.25
"424",84,"B",13276,2484,5.34460547504026
"425",84,"I",31,10,3.1
"426",84,"P",817,153,5.33986928104575
"427",84,"Q",2964,552,5.3695652173913
"428",84,"U",137,21,6.52380952380952
"429",84,"W",2619,452,5.79424778761062
"430",84,"Z",47,9,5.22222222222222
"431",88,"A",392,63,6.22222222222222
"432",88,"B",21499,4442,4.83993696533093
"433",88,"I",469,67,7
"434",88,"P",742,147,5.04761904761905
"435",88,"Q",3030,633,4.78672985781991
"436",88,"U",25,7,3.57142857142857
"437",88,"W",2107,426,4.94600938967136
"438",88,"Z",648,136,4.76470588235294
"439",90,"A",569,119,4.78151260504202
"440",90,"B",18982,3638,5.21770203408466
"441",90,"I",140,28,5
"442",90,"P",6760,1298,5.20801232665639
"443",90,"Q",19686,3646,5.3993417443774
"444",90,"U",152,24,6.33333333333333
"445",90,"W",5128,920,5.57391304347826
"446",90,"Z",844,151,5.58940397350993
"447",94,"A",357,64,5.578125
"448",94,"B",2825,507,5.57199211045365
"449",94,"I",57,8,7.125
"450",94,"P",583,98,5.94897959183673
"451",94,"Q",3025,541,5.59149722735675
"452",94,"U",144,26,5.53846153846154
"453",94,"W",4641,833,5.57142857142857
"454",94,"Z",35,10,3.5
"455",100,"A",546,103,5.30097087378641
"456",100,"B",14250,2651,5.37533006412674
"457",100,"I",111,23,4.82608695652174
"458",100,"P",659,117,5.63247863247863
"459",100,"Q",3099,548,5.6551094890511
"460",100,"U",5,1,5
"461",100,"W",3825,677,5.64992614475628
"462",100,"Z",20,2,10
"463",101,"A",334,61,5.47540983606557
"464",101,"B",37315,8406,4.43909112538663
"465",101,"I",117,18,6.5
"466",101,"P",778,187,4.16042780748663
"467",101,"Q",3791,780,4.86025641025641
"468",101,"U",751,160,4.69375
"469",101,"W",727,118,6.16101694915254
"470",101,"Z",60,14,4.28571428571429
"471",102,"A",10144,1586,6.39596469104666
"472",102,"B",9311,1393,6.68413496051687
"473",102,"I",474,76,6.23684210526316
"474",102,"P",3208,489,6.56032719836401
"475",102,"Q",15947,2501,6.37624950019992
"476",102,"U",130,18,7.22222222222222
"477",102,"W",3813,550,6.93272727272727
"478",102,"Z",1209,183,6.60655737704918
"479",103,"A",3337,630,5.2968253968254
"480",103,"B",45598,8825,5.16691218130312
"481",103,"I",1129,193,5.84974093264249
"482",103,"P",2356,458,5.14410480349345
"483",103,"Q",11733,2259,5.19389110225764
"484",103,"U",558,91,6.13186813186813
"485",103,"W",2171,343,6.32944606413994
"486",103,"Z",698,155,4.50322580645161
"487",104,"A",856,115,7.44347826086956
"488",104,"B",3526,533,6.61538461538461
"489",104,"I",66,12,5.5
"490",104,"P",2777,417,6.65947242206235
"491",104,"Q",16088,2446,6.5772690106296
"492",104,"U",80,12,6.66666666666667
"493",104,"W",9418,1306,7.21133231240429
"494",104,"Z",319,47,6.78723404255319
"495",105,"A",2839,450,6.30888888888889
"496",105,"B",36558,6192,5.90406976744186
"497",105,"I",577,107,5.39252336448598
"498",105,"P",746,127,5.8740157480315
"499",105,"Q",3364,646,5.20743034055728
"500",105,"U",76,12,6.33333333333333
"501",105,"W",2314,387,5.97932816537468
"502",105,"Z",1505,273,5.51282051282051
"503",106,"A",9024,1446,6.24066390041494
"504",106,"B",11338,1832,6.18886462882096
"505",106,"I",373,76,4.90789473684211
"506",106,"P",1391,241,5.77178423236515
"507",106,"Q",5173,875,5.912
"508",106,"U",49,9,5.44444444444444
"509",106,"W",2801,434,6.45391705069124
"510",106,"Z",577,105,5.4952380952381
"511",107,"A",3076,500,6.152
"512",107,"B",11842,2075,5.70698795180723
"513",107,"I",418,75,5.57333333333333
"514",107,"P",940,193,4.87046632124352
"515",107,"Q",5370,861,6.23693379790941
"516",107,"U",633,66,9.59090909090909
"517",107,"W",3844,575,6.68521739130435
"518",107,"Z",662,92,7.19565217391304
"519",108,"A",3803,602,6.31727574750831
"520",108,"B",3420,537,6.36871508379888
"521",108,"I",145,25,5.8
"522",108,"P",2039,313,6.51437699680511
"523",108,"Q",12136,1908,6.36058700209644
"524",108,"U",227,33,6.87878787878788
"525",108,"W",4245,671,6.32637853949329
"526",108,"Z",10,3,3.33333333333333
"527",109,"A",13518,2019,6.69539375928678
"528",109,"B",13446,1966,6.83926754832147
"529",109,"I",300,55,5.45454545454545
"530",109,"P",3038,495,6.13737373737374
"531",109,"Q",24431,3725,6.55865771812081
"532",109,"U",263,36,7.30555555555556
"533",109,"W",8581,1287,6.66744366744367
"534",109,"Z",574,84,6.83333333333333
"535",110,"A",2413,348,6.93390804597701
"536",110,"B",3662,540,6.78148148148148
"537",110,"I",144,26,5.53846153846154
"538",110,"P",2409,390,6.17692307692308
"539",110,"Q",48836,7445,6.55957018132975
"540",110,"U",146,24,6.08333333333333
"541",110,"W",1831,258,7.0968992248062
"542",110,"Z",224,39,5.74358974358974
"543",111,"A",4765,674,7.06973293768546
"544",111,"B",4247,586,7.24744027303754
"545",111,"I",469,55,8.52727272727273
"546",111,"P",881,125,7.048
"547",111,"Q",7061,931,7.5843179377014
"548",111,"U",163,21,7.76190476190476
"549",111,"W",9902,1335,7.41722846441948
"550",111,"Z",202,22,9.18181818181818
"551",112,"A",1051,163,6.4478527607362
"552",112,"B",4106,610,6.73114754098361
"553",112,"I",307,37,8.2972972972973
"554",112,"P",882,135,6.53333333333333
"555",112,"Q",6161,807,7.63444857496902
"556",112,"U",119,20,5.95
"557",112,"W",6782,905,7.4939226519337
"558",112,"Z",960,110,8.72727272727273
"559",113,"A",1396,227,6.14977973568282
"560",113,"B",47749,7612,6.27285864424593
"561",113,"I",251,41,6.1219512195122
"562",113,"P",1035,152,6.80921052631579
"563",113,"Q",2984,455,6.55824175824176
"564",113,"U",195,38,5.13157894736842
"565",113,"W",862,137,6.29197080291971
"566",113,"Z",257,47,5.46808510638298
"567",114,"A",3633,509,7.13752455795678
"568",114,"B",19314,2883,6.69927159209157
"569",114,"I",502,83,6.04819277108434
"570",114,"P",1921,301,6.38205980066445
"571",114,"Q",19703,2830,6.96219081272085
"572",114,"U",2705,362,7.47237569060773
"573",114,"W",10631,1419,7.49189570119803
"574",114,"Z",353,64,5.515625
"575",115,"A",1458,244,5.97540983606557
"576",115,"B",5381,857,6.27887981330222
"577",115,"I",278,37,7.51351351351351
"578",115,"P",4314,717,6.01673640167364
"579",115,"Q",35869,5741,6.24786622539627
"580",115,"U",121,23,5.26086956521739
"581",115,"W",2173,308,7.05519480519481
"582",115,"Z",797,133,5.99248120300752
"583",120,"A",969,147,6.59183673469388
"584",120,"B",38257,7165,5.33942777390091
"585",120,"I",207,31,6.67741935483871
"586",120,"P",2493,450,5.54
"587",120,"Q",15484,2584,5.9922600619195
"588",120,"U",265,44,6.02272727272727
"589",120,"W",10387,1740,5.96954022988506
"590",120,"Z",1018,183,5.56284153005465
"591",122,"A",948,136,6.97058823529412
"592",122,"B",7099,925,7.67459459459459
"593",122,"I",272,43,6.32558139534884
"594",122,"P",1134,154,7.36363636363636
"595",122,"Q",6153,925,6.65189189189189
"596",122,"U",42,8,5.25
"597",122,"W",26574,3943,6.73953842252092
"598",122,"Z",1602,259,6.18532818532818
"599",123,"A",255,31,8.2258064516129
"600",123,"B",1176,104,11.3076923076923
"601",123,"I",4,1,4
"602",123,"P",319,33,9.66666666666667
"603",123,"Q",1324,147,9.00680272108844
"604",123,"U",29,4,7.25
"605",123,"W",13443,1615,8.32383900928793
